date,storage,inflow,outflow,evaporation,elevation
1980-06-19,NA,NA,0.425,NA,NA
1980-06-20,NA,NA,0.425,NA,NA
1980-06-21,NA,NA,0.425,NA,NA
1980-06-22,NA,NA,0.425,NA,NA
1980-06-23,NA,NA,0.425,NA,NA
1980-06-24,NA,NA,0.425,NA,NA
1980-06-25,NA,NA,0.396,NA,NA
1980-06-26,NA,NA,0.396,NA,NA
1980-06-27,NA,NA,0.396,NA,NA
1980-06-28,NA,NA,0.425,NA,NA
1980-06-29,NA,NA,0.425,NA,NA
1980-06-30,NA,NA,0.425,NA,NA
1980-07-01,NA,NA,0.425,NA,NA
1980-07-02,NA,NA,0.453,NA,NA
1980-07-03,NA,NA,0.425,NA,NA
1980-07-04,NA,NA,0.425,NA,NA
1980-07-05,NA,NA,0.425,NA,NA
1980-07-06,NA,NA,0.425,NA,NA
1980-07-07,NA,NA,0.425,NA,NA
1980-07-08,NA,NA,0.425,NA,NA
1980-07-09,NA,NA,0.396,NA,NA
1980-07-10,NA,NA,0.396,NA,NA
1980-07-11,NA,NA,0.396,NA,NA
1980-07-12,NA,NA,0.396,NA,NA
1980-07-13,NA,NA,0.425,NA,NA
1980-07-14,NA,NA,0.425,NA,NA
1980-07-15,NA,NA,0.425,NA,NA
1980-07-16,NA,NA,0.425,NA,NA
1980-07-17,NA,NA,0.425,NA,NA
1980-07-18,NA,NA,0.396,NA,NA
1980-07-19,NA,NA,0.396,NA,NA
1980-07-20,NA,NA,0.396,NA,NA
1980-07-21,NA,NA,1.331,NA,NA
1980-07-22,NA,NA,1.982,NA,NA
1980-07-23,NA,NA,1.982,NA,NA
1980-07-24,NA,NA,1.982,NA,NA
1980-07-25,NA,NA,1.982,NA,NA
1980-07-26,NA,NA,1.982,NA,NA
1980-07-27,NA,NA,1.982,NA,NA
1980-07-28,NA,NA,1.501,NA,NA
1980-07-29,NA,NA,1.189,NA,NA
1980-07-30,NA,NA,1.189,NA,NA
1980-07-31,NA,NA,1.189,NA,NA
1980-08-01,NA,NA,1.189,NA,NA
1980-08-02,NA,NA,1.189,NA,NA
1980-08-03,NA,NA,1.189,NA,NA
1980-08-04,NA,NA,0.708,NA,NA
1980-08-05,NA,NA,0.34,NA,NA
1980-08-06,NA,NA,0.34,NA,NA
1980-08-07,NA,NA,0.34,NA,NA
1980-08-08,NA,NA,0.34,NA,NA
1980-08-09,NA,NA,0.34,NA,NA
1980-08-10,NA,NA,0.34,NA,NA
1980-08-11,NA,NA,0.368,NA,NA
1980-08-12,NA,NA,0.396,NA,NA
1980-08-13,NA,NA,0.396,NA,NA
1980-08-14,NA,NA,0.396,NA,NA
1980-08-15,NA,NA,0.396,NA,NA
1980-08-16,NA,NA,0.396,NA,NA
1980-08-17,NA,NA,0.396,NA,NA
1980-08-18,NA,NA,0.396,NA,NA
1980-08-19,NA,NA,0.396,NA,NA
1980-08-20,NA,NA,0.368,NA,NA
1980-08-21,NA,NA,0.368,NA,NA
1980-08-22,NA,NA,0.368,NA,NA
1980-08-23,NA,NA,0.368,NA,NA
1980-08-24,NA,NA,0.368,NA,NA
1980-08-25,NA,NA,0.368,NA,NA
1980-08-26,NA,NA,0.368,NA,NA
1980-08-27,NA,NA,0.368,NA,NA
1980-08-28,NA,NA,0.368,NA,NA
1980-08-29,NA,NA,0.368,NA,NA
1980-08-30,NA,NA,0.368,NA,NA
1980-08-31,NA,NA,0.368,NA,NA
1980-09-01,NA,NA,0.821,NA,NA
1980-09-02,NA,NA,1.161,NA,NA
1980-09-03,NA,NA,2.435,NA,NA
1980-09-04,NA,NA,4.361,NA,NA
1980-09-05,NA,NA,5.465,NA,NA
1980-09-06,NA,NA,6.654,NA,NA
1980-09-07,NA,NA,6.626,NA,NA
1980-09-08,NA,NA,7.136,NA,NA
1980-09-09,NA,NA,7.447,NA,NA
1980-09-10,NA,NA,6.966,NA,NA
1980-09-11,NA,NA,8.07,NA,NA
1980-09-12,NA,NA,8.042,NA,NA
1980-09-13,NA,NA,8.014,NA,NA
1980-09-14,NA,NA,7.985,NA,NA
1980-09-15,NA,NA,8.41,NA,NA
1980-09-16,NA,NA,8.665,NA,NA
1980-09-17,NA,NA,8.637,NA,NA
1980-09-18,NA,NA,8.58,NA,NA
1980-09-19,NA,NA,8.523,NA,NA
1980-09-20,NA,NA,8.467,NA,NA
1980-09-21,NA,NA,8.41,NA,NA
1980-09-22,NA,NA,7.051,NA,NA
1980-09-23,NA,NA,6.088,NA,NA
1980-09-24,NA,NA,4.616,NA,NA
1980-09-25,NA,NA,3.681,NA,NA
1980-09-26,NA,NA,2.549,NA,NA
1980-09-27,NA,NA,1.812,NA,NA
1980-09-28,NA,NA,1.812,NA,NA
1980-09-29,NA,NA,1.812,NA,NA
1980-09-30,NA,NA,1.812,NA,NA
1980-10-01,NA,NA,1.812,NA,NA
1980-10-02,NA,NA,1.756,NA,NA
1980-10-03,NA,NA,4.049,NA,NA
1980-10-04,NA,NA,5.607,NA,NA
1980-10-05,NA,NA,5.55,NA,NA
1980-10-06,NA,NA,6.343,NA,NA
1980-10-07,NA,NA,6.824,NA,NA
1980-10-08,NA,NA,6.739,NA,NA
1980-10-09,NA,NA,6.711,NA,NA
1980-10-10,NA,NA,2.775,NA,NA
1980-10-11,NA,NA,0.283,NA,NA
1980-10-12,NA,NA,0.283,NA,NA
1980-10-13,NA,NA,0.278,NA,NA
1980-10-14,NA,NA,0.283,NA,NA
1980-10-15,NA,NA,0.283,NA,NA
1980-10-16,NA,NA,0.283,NA,NA
1980-10-17,NA,NA,1.161,NA,NA
1980-10-18,NA,NA,1.671,NA,NA
1980-10-19,NA,NA,1.671,NA,NA
1980-10-20,NA,NA,1.671,NA,NA
1980-10-21,NA,NA,1.671,NA,NA
1980-10-22,NA,NA,1.671,NA,NA
1980-10-23,NA,NA,1.671,NA,NA
1980-10-24,NA,NA,1.671,NA,NA
1980-10-25,NA,NA,1.671,NA,NA
1980-10-26,NA,NA,1.671,NA,NA
1980-10-27,NA,NA,1.359,NA,NA
1980-10-28,NA,NA,1.076,NA,NA
1980-10-29,NA,NA,0.651,NA,NA
1980-10-30,NA,NA,0.263,NA,NA
1980-10-31,NA,NA,0.736,NA,NA
1980-11-01,NA,NA,1.133,NA,NA
1980-11-02,NA,NA,1.133,NA,NA
1980-11-03,NA,NA,0.651,NA,NA
1980-11-04,NA,NA,0.263,NA,NA
1980-11-05,NA,NA,0.263,NA,NA
1980-11-06,NA,NA,0.263,NA,NA
1980-11-07,NA,NA,0.275,NA,NA
1980-11-08,NA,NA,0.269,NA,NA
1980-11-09,NA,NA,0.263,NA,NA
1980-11-10,NA,NA,0.263,NA,NA
1980-11-11,NA,NA,0.278,NA,NA
1980-11-12,NA,NA,0.278,NA,NA
1980-11-13,NA,NA,0.278,NA,NA
1980-11-14,NA,NA,0.278,NA,NA
1980-11-15,NA,NA,0.278,NA,NA
1980-11-16,NA,NA,0.28,NA,NA
1980-11-17,NA,NA,0.708,NA,NA
1980-11-18,NA,NA,0.991,NA,NA
1980-11-19,NA,NA,0.595,NA,NA
1980-11-20,NA,NA,0.283,NA,NA
1980-11-21,NA,NA,0.283,NA,NA
1980-11-22,NA,NA,0.283,NA,NA
1980-11-23,NA,NA,0.283,NA,NA
1980-11-24,NA,NA,0.283,NA,NA
1980-11-25,NA,NA,0.283,NA,NA
1980-11-26,NA,NA,0.283,NA,NA
1980-11-27,NA,NA,0.283,NA,NA
1980-11-28,NA,NA,0.821,NA,NA
1980-11-29,NA,NA,1.189,NA,NA
1980-11-30,NA,NA,1.189,NA,NA
1980-12-01,NA,NA,1.189,NA,NA
1980-12-02,NA,NA,1.189,NA,NA
1980-12-03,NA,NA,1.189,NA,NA
1980-12-04,NA,NA,1.218,NA,NA
1980-12-05,NA,NA,1.189,NA,NA
1980-12-06,NA,NA,1.189,NA,NA
1980-12-07,NA,NA,1.189,NA,NA
1980-12-08,NA,NA,1.218,NA,NA
1980-12-09,NA,NA,1.218,NA,NA
1980-12-10,NA,NA,0.68,NA,NA
1980-12-11,NA,NA,0.311,NA,NA
1980-12-12,NA,NA,0.311,NA,NA
1980-12-13,NA,NA,0.311,NA,NA
1980-12-14,NA,NA,0.311,NA,NA
1980-12-15,NA,NA,0.311,NA,NA
1980-12-16,NA,NA,0.311,NA,NA
1980-12-17,NA,NA,0.311,NA,NA
1980-12-18,NA,NA,0.311,NA,NA
1980-12-19,NA,NA,0.311,NA,NA
1980-12-20,NA,NA,0.311,NA,NA
1980-12-21,NA,NA,0.311,NA,NA
1980-12-22,NA,NA,0.311,NA,NA
1980-12-23,NA,NA,0.311,NA,NA
1980-12-24,NA,NA,0.906,NA,NA
1980-12-25,NA,NA,1.331,NA,NA
1980-12-26,NA,NA,1.331,NA,NA
1980-12-27,NA,NA,1.331,NA,NA
1980-12-28,NA,NA,1.331,NA,NA
1980-12-29,NA,NA,1.331,NA,NA
1980-12-30,NA,NA,1.331,NA,NA
1980-12-31,NA,NA,1.331,NA,NA
1981-01-01,NA,NA,1.331,NA,NA
1981-01-02,NA,NA,1.331,NA,NA
1981-01-03,NA,NA,1.331,NA,NA
1981-01-04,NA,NA,1.331,NA,NA
1981-01-05,NA,NA,1.331,NA,NA
1981-01-06,NA,NA,1.218,NA,NA
1981-01-07,NA,NA,0.651,NA,NA
1981-01-08,NA,NA,0.278,NA,NA
1981-01-09,NA,NA,0.278,NA,NA
1981-01-10,NA,NA,0.278,NA,NA
1981-01-11,NA,NA,0.283,NA,NA
1981-01-12,NA,NA,0.283,NA,NA
1981-01-13,NA,NA,0.283,NA,NA
1981-01-14,NA,NA,0.283,NA,NA
1981-01-15,NA,NA,0.283,NA,NA
1981-01-16,NA,NA,0.283,NA,NA
1981-01-17,NA,NA,0.283,NA,NA
1981-01-18,NA,NA,0.283,NA,NA
1981-01-19,NA,NA,0.283,NA,NA
1981-01-20,NA,NA,0.283,NA,NA
1981-01-21,NA,NA,0.311,NA,NA
1981-01-22,NA,NA,0.34,NA,NA
1981-01-23,NA,NA,0.34,NA,NA
1981-01-24,NA,NA,0.34,NA,NA
1981-01-25,NA,NA,0.34,NA,NA
1981-01-26,NA,NA,0.821,NA,NA
1981-01-27,NA,NA,1.246,NA,NA
1981-01-28,NA,NA,1.727,NA,NA
1981-01-29,NA,NA,2.124,NA,NA
1981-01-30,NA,NA,2.124,NA,NA
1981-01-31,NA,NA,2.067,NA,NA
1981-02-01,NA,NA,2.124,NA,NA
1981-02-02,NA,NA,2.124,NA,NA
1981-02-03,NA,NA,2.152,NA,NA
1981-02-04,NA,NA,1.104,NA,NA
1981-02-05,NA,NA,0.34,NA,NA
1981-02-06,NA,NA,0.34,NA,NA
1981-02-07,NA,NA,0.34,NA,NA
1981-02-08,NA,NA,0.34,NA,NA
1981-02-09,NA,NA,0.34,NA,NA
1981-02-10,NA,NA,0.34,NA,NA
1981-02-11,NA,NA,0.34,NA,NA
1981-02-12,NA,NA,0.34,NA,NA
1981-02-13,NA,NA,0.368,NA,NA
1981-02-14,NA,NA,0.453,NA,NA
1981-02-15,NA,NA,0.368,NA,NA
1981-02-16,NA,NA,1.756,NA,NA
1981-02-17,NA,NA,2.888,NA,NA
1981-02-18,NA,NA,4.106,NA,NA
1981-02-19,NA,NA,4.899,NA,NA
1981-02-20,NA,NA,3.681,NA,NA
1981-02-21,NA,NA,2.917,NA,NA
1981-02-22,NA,NA,2.917,NA,NA
1981-02-23,NA,NA,2.888,NA,NA
1981-02-24,NA,NA,2.888,NA,NA
1981-02-25,NA,NA,2.888,NA,NA
1981-02-26,NA,NA,2.86,NA,NA
1981-02-27,NA,NA,1.331,NA,NA
1981-02-28,NA,NA,0.85,NA,NA
1981-03-01,NA,NA,1.218,NA,NA
1981-03-02,NA,NA,1.189,NA,NA
1981-03-03,NA,NA,1.189,NA,NA
1981-03-04,NA,NA,1.189,NA,NA
1981-03-05,NA,NA,1.189,NA,NA
1981-03-06,NA,NA,1.189,NA,NA
1981-03-07,NA,NA,1.189,NA,NA
1981-03-08,NA,NA,1.189,NA,NA
1981-03-09,NA,NA,1.189,NA,NA
1981-03-10,NA,NA,1.189,NA,NA
1981-03-11,NA,NA,1.189,NA,NA
1981-03-12,NA,NA,1.189,NA,NA
1981-03-13,NA,NA,0.595,NA,NA
1981-03-14,NA,NA,0.17,NA,NA
1981-03-15,NA,NA,0.164,NA,NA
1981-03-16,NA,NA,0.164,NA,NA
1981-03-17,NA,NA,0.161,NA,NA
1981-03-18,NA,NA,0.159,NA,NA
1981-03-19,NA,NA,0.178,NA,NA
1981-03-20,NA,NA,1.727,NA,NA
1981-03-21,NA,NA,2.803,NA,NA
1981-03-22,NA,NA,2.803,NA,NA
1981-03-23,NA,NA,2.379,NA,NA
1981-03-24,NA,NA,2.124,NA,NA
1981-03-25,NA,NA,1.586,NA,NA
1981-03-26,NA,NA,1.189,NA,NA
1981-03-27,NA,NA,2.577,NA,NA
1981-03-28,NA,NA,3.483,NA,NA
1981-03-29,NA,NA,3.483,NA,NA
1981-03-30,NA,NA,2.039,NA,NA
1981-03-31,NA,NA,1.189,NA,NA
1981-04-01,NA,NA,1.189,NA,NA
1981-04-02,NA,NA,1.161,NA,NA
1981-04-03,NA,NA,1.699,NA,NA
1981-04-04,NA,NA,2.095,NA,NA
1981-04-05,NA,NA,2.095,NA,NA
1981-04-06,NA,NA,1.529,NA,NA
1981-04-07,NA,NA,1.161,NA,NA
1981-04-08,NA,NA,1.727,NA,NA
1981-04-09,NA,NA,2.124,NA,NA
1981-04-10,NA,NA,2.52,NA,NA
1981-04-11,NA,NA,2.775,NA,NA
1981-04-12,NA,NA,2.775,NA,NA
1981-04-13,NA,NA,2.407,NA,NA
1981-04-14,NA,NA,2.152,NA,NA
1981-04-15,NA,NA,1.557,NA,NA
1981-04-16,NA,NA,1.189,NA,NA
1981-04-17,NA,NA,1.727,NA,NA
1981-04-18,NA,NA,2.18,NA,NA
1981-04-19,NA,NA,2.18,NA,NA
1981-04-20,NA,NA,2.549,NA,NA
1981-04-21,NA,NA,2.832,NA,NA
1981-04-22,NA,NA,2.832,NA,NA
1981-04-23,NA,NA,2.832,NA,NA
1981-04-24,NA,NA,1.841,NA,NA
1981-04-25,NA,NA,1.189,NA,NA
1981-04-26,NA,NA,1.189,NA,NA
1981-04-27,NA,NA,3.087,NA,NA
1981-04-28,NA,NA,4.332,NA,NA
1981-04-29,NA,NA,2.407,NA,NA
1981-04-30,NA,NA,2.237,NA,NA
1981-05-01,NA,NA,3.37,NA,NA
1981-05-02,NA,NA,3.568,NA,NA
1981-05-03,NA,NA,3.568,NA,NA
1981-05-04,NA,NA,3.143,NA,NA
1981-05-05,NA,NA,2.917,NA,NA
1981-05-06,NA,NA,1.869,NA,NA
1981-05-07,NA,NA,1.161,NA,NA
1981-05-08,NA,NA,0.651,NA,NA
1981-05-09,NA,NA,0.283,NA,NA
1981-05-10,NA,NA,0.283,NA,NA
1981-05-11,NA,NA,0.283,NA,NA
1981-05-12,NA,NA,0.283,NA,NA
1981-05-13,NA,NA,0.283,NA,NA
1981-05-14,NA,NA,0.283,NA,NA
1981-05-15,NA,NA,1.586,NA,NA
1981-05-16,NA,NA,2.549,NA,NA
1981-05-17,NA,NA,2.52,NA,NA
1981-05-18,NA,NA,1.161,NA,NA
1981-05-19,NA,NA,0.161,NA,NA
1981-05-20,NA,NA,1.472,NA,NA
1981-05-21,NA,NA,2.35,NA,NA
1981-05-22,NA,NA,2.322,NA,NA
1981-05-23,NA,NA,2.322,NA,NA
1981-05-24,NA,NA,2.35,NA,NA
1981-05-25,NA,NA,1.048,NA,NA
1981-05-26,NA,NA,0.142,NA,NA
1981-05-27,NA,NA,1.444,NA,NA
1981-05-28,NA,NA,2.35,NA,NA
1981-05-29,NA,NA,2.775,NA,NA
1981-05-30,NA,NA,3.058,NA,NA
1981-05-31,NA,NA,1.331,NA,NA
1981-06-01,NA,NA,0.159,NA,NA
1981-06-02,NA,NA,0.164,NA,NA
1981-06-03,NA,NA,0.161,NA,NA
1981-06-04,NA,NA,0.159,NA,NA
1981-06-05,NA,NA,0.252,NA,NA
1981-06-06,NA,NA,0.311,NA,NA
1981-06-07,NA,NA,0.311,NA,NA
1981-06-08,NA,NA,1.246,NA,NA
1981-06-09,NA,NA,1.926,NA,NA
1981-06-10,NA,NA,4.786,NA,NA
1981-06-11,NA,NA,4.587,NA,NA
1981-06-12,NA,NA,1.501,NA,NA
1981-06-13,NA,NA,1.218,NA,NA
1981-06-14,NA,NA,1.218,NA,NA
1981-06-15,NA,NA,1.218,NA,NA
1981-06-16,NA,NA,1.218,NA,NA
1981-06-17,NA,NA,1.246,NA,NA
1981-06-18,NA,NA,1.246,NA,NA
1981-06-19,NA,NA,0.708,NA,NA
1981-06-20,NA,NA,0.34,NA,NA
1981-06-21,NA,NA,0.34,NA,NA
1981-06-22,NA,NA,0.765,NA,NA
1981-06-23,NA,NA,1.104,NA,NA
1981-06-24,NA,NA,1.104,NA,NA
1981-06-25,NA,NA,1.076,NA,NA
1981-06-26,NA,NA,0.623,NA,NA
1981-06-27,NA,NA,0.311,NA,NA
1981-06-28,NA,NA,0.311,NA,NA
1981-06-29,NA,NA,0.311,NA,NA
1981-06-30,NA,NA,0.311,NA,NA
1981-07-01,NA,NA,0.311,NA,NA
1981-07-02,NA,NA,0.311,NA,NA
1981-07-03,NA,NA,0.311,NA,NA
1981-07-04,NA,NA,0.311,NA,NA
1981-07-05,NA,NA,0.311,NA,NA
1981-07-06,NA,NA,0.34,NA,NA
1981-07-07,NA,NA,0.34,NA,NA
1981-07-08,NA,NA,0.34,NA,NA
1981-07-09,NA,NA,0.34,NA,NA
1981-07-10,NA,NA,0.34,NA,NA
1981-07-11,NA,NA,0.34,NA,NA
1981-07-12,NA,NA,0.311,NA,NA
1981-07-13,NA,NA,0.263,NA,NA
1981-07-14,NA,NA,0.207,NA,NA
1981-07-15,NA,NA,0.207,NA,NA
1981-07-16,NA,NA,0.207,NA,NA
1981-07-17,NA,NA,0.207,NA,NA
1981-07-18,NA,NA,0.21,NA,NA
1981-07-19,NA,NA,0.212,NA,NA
1981-07-20,NA,NA,0.207,NA,NA
1981-07-21,NA,NA,0.207,NA,NA
1981-07-22,NA,NA,0.207,NA,NA
1981-07-23,NA,NA,0.207,NA,NA
1981-07-24,NA,NA,0.207,NA,NA
1981-07-25,NA,NA,0.207,NA,NA
1981-07-26,NA,NA,0.207,NA,NA
1981-07-27,NA,NA,0.207,NA,NA
1981-07-28,NA,NA,0.207,NA,NA
1981-07-29,NA,NA,0.207,NA,NA
1981-07-30,NA,NA,0.207,NA,NA
1981-07-31,NA,NA,0.207,NA,NA
1981-08-01,NA,NA,0.201,NA,NA
1981-08-02,NA,NA,0.201,NA,NA
1981-08-03,NA,NA,0.201,NA,NA
1981-08-04,NA,NA,0.201,NA,NA
1981-08-05,NA,NA,0.201,NA,NA
1981-08-06,NA,NA,0.201,NA,NA
1981-08-07,NA,NA,0.201,NA,NA
1981-08-08,NA,NA,0.201,NA,NA
1981-08-09,NA,NA,0.201,NA,NA
1981-08-10,NA,NA,0.198,NA,NA
1981-08-11,NA,NA,0.212,NA,NA
1981-08-12,NA,NA,0.218,NA,NA
1981-08-13,NA,NA,0.207,NA,NA
1981-08-14,NA,NA,0.207,NA,NA
1981-08-15,NA,NA,0.207,NA,NA
1981-08-16,NA,NA,0.207,NA,NA
1981-08-17,NA,NA,0.207,NA,NA
1981-08-18,NA,NA,0.195,NA,NA
1981-08-19,NA,NA,0.187,NA,NA
1981-08-20,NA,NA,0.187,NA,NA
1981-08-21,NA,NA,0.187,NA,NA
1981-08-22,NA,NA,0.178,NA,NA
1981-08-23,NA,NA,0.184,NA,NA
1981-08-24,NA,NA,0.187,NA,NA
1981-08-25,NA,NA,0.187,NA,NA
1981-08-26,NA,NA,0.187,NA,NA
1981-08-27,NA,NA,0.178,NA,NA
1981-08-28,NA,NA,0.178,NA,NA
